symbol,name,broad_sector,micro_sector
SCI,Shipping Corporation Of India,Logistics & Transport,Shipping
SHREEJISPG,Shreeji Shipping Global,Logistics & Transport,Shipping
SEAMECLTD,Seamec,Logistics & Transport,Shipping
KMEW,Knowledge Marine & Engineering Works,Logistics & Transport,Shipping
CORDELIA,Waterways Leisure Tourism,Consumer Services & Retail,Travel & Leisure
QUESS,Quess Corp,Business Services,Staffing & Facility Management
TEAMLEASE,Teamlease Services,Business Services,Staffing & Facility Management
SIS,Sis,Business Services,Staffing & Facility Management
KAPSTON,Kapston Services,Business Services,Staffing & Facility Management
UDS,Updater Services,Business Services,Staffing & Facility Management
KRYSTAL,Krystal Integrated Services,Business Services,Staffing & Facility Management
BLUSPRING,Bluspring Enterprises,Business Services,Staffing & Facility Management
BLS,BLS International Services,Business Services,Outsourcing & Business Services
BLSE,BLS E-Services,Business Services,Outsourcing & Business Services
CMSINFO,CMS Info Systems,Business Services,Outsourcing & Business Services
RADIANTCMS,Radiant Cash Management Services,Business Services,Outsourcing & Business Services
ONEPOINT,One Point One Solutions,Business Services,Outsourcing & Business Services
DIGITIDE,Digitide Solutions,Business Services,Outsourcing & Business Services
MSTCLTD,Mstc,Business Services,Outsourcing & Business Services
DJML,DJ Mediaprint & Logistics,Business Services,Outsourcing & Business Services
TCS,Tata Consultancy Services,Information Technology,IT Services - Tier 1
INFY,Infosys,Information Technology,IT Services - Tier 1
HCLTECH,HCL Technologies,Information Technology,IT Services - Tier 1
WIPRO,Wipro,Information Technology,IT Services - Tier 1
TECHM,Tech Mahindra,Information Technology,IT Services - Tier 1
LTM,LTM,Information Technology,IT Services - Mid-tier
PERSISTENT,Persistent Systems,Information Technology,IT Services - Mid-tier
COFORGE,Coforge,Information Technology,IT Services - Mid-tier
MPHASIS,MphasiS,Information Technology,IT Services - Mid-tier
HEXT,Hexaware Technologies,Information Technology,IT Services - Mid-tier
ZENSARTECH,Zensar Technologies,Information Technology,IT Services - Small-cap
BSOFT,Birlasoft,Information Technology,IT Services - Small-cap
SONATSOFTW,Sonata Software,Information Technology,IT Services - Small-cap
MASTEK,Mastek,Information Technology,IT Services - Small-cap
HAPPSTMNDS,Happiest Minds Technologies,Information Technology,IT Services - Small-cap
RSYSTEMS,R Systems International,Information Technology,IT Services - Small-cap
SAKSOFT,Saksoft,Information Technology,IT Services - Small-cap
SILVERTUC,Silver Touch Technologies,Information Technology,IT Services - Small-cap
INFOBEAN,InfoBeans Technologies,Information Technology,IT Services - Small-cap
KELLTONTEC,Kellton Tech Solutions,Information Technology,IT Services - Small-cap
XTRANET,Xtranet Technologies,Information Technology,IT Services - Small-cap
CSM,CSM Technologies,Information Technology,IT Services - Small-cap
BLUECLOUDS,Blue Cloud Softech Solutions,Information Technology,IT Services - Small-cap
LTTS,L&T Technology Services,Information Technology,Engineering R&D Services
TATATECH,Tata Technologies,Information Technology,Engineering R&D Services
TATAELXSI,Tata Elxsi,Information Technology,Engineering R&D Services
KPITTECH,KPIT Technologies,Information Technology,Engineering R&D Services
SASKEN,Sasken Technologies,Information Technology,Engineering R&D Services
EXPLEOSOL,Expleo Solutions,Information Technology,Engineering R&D Services
MOSCHIP,Moschip Technologies,Information Technology,Engineering R&D Services
FSL,Firstsource Solutions,Information Technology,BPM & Tech-enabled Services
ECLERX,eClerx Services,Information Technology,BPM & Tech-enabled Services
DATAMATICS,Datamatics Global Services,Information Technology,BPM & Tech-enabled Services
PROTEAN,Protean eGov Technologies,Information Technology,BPM & Tech-enabled Services
REDINGTON,Redington,Information Technology,IT Distribution & System Integration
RPTECH,Rashi Peripherals,Information Technology,IT Distribution & System Integration
CNL,Creative Newtech,Information Technology,IT Distribution & System Integration
DCI,Dc Infotech And Communication,Information Technology,IT Distribution & System Integration
EMPOWER,Empower India,Information Technology,IT Distribution & System Integration
IVALUE,Ivalue Infosolutions,Information Technology,IT Distribution & System Integration
ORIENTTECH,Orient Technologies,Information Technology,IT Distribution & System Integration
DSSL,Dynacons Systems & Solutions,Information Technology,IT Distribution & System Integration
BBOX,Black Box,Information Technology,IT Distribution & System Integration
ACSTECH,ACS Technologies,Information Technology,IT Distribution & System Integration
MCLOUD,Magellanic Cloud,Information Technology,IT Distribution & System Integration
OFSS,Oracle Financial Services Software,Information Technology,Software Products & SaaS
INTELLECT,Intellect Design Arena,Information Technology,Software Products & SaaS
NEWGEN,Newgen Software Technologies,Information Technology,Software Products & SaaS
RAMCOSYS,Ramco Systems,Information Technology,Software Products & SaaS
NUCLEUS,Nucleus Software Exports,Information Technology,Software Products & SaaS
63MOONS,63 moons technologies,Information Technology,Software Products & SaaS
CAPILLARY,Capillary Technologies India,Information Technology,Software Products & SaaS
RATEGAIN,Rategain Travel Technologies,Information Technology,Software Products & SaaS
EMUDHRA,eMudhra,Information Technology,Software Products & SaaS
QUICKHEAL,Quick Heal Technologies,Information Technology,Software Products & SaaS
SUBEXLTD,Subex,Information Technology,Software Products & SaaS
UNIECOM,Unicommerce Esolutions,Information Technology,Software Products & SaaS
EXCELSOFT,Excelsoft Technologies,Information Technology,Software Products & SaaS
AMAGI,Amagi Media Labs,Information Technology,Software Products & SaaS
MAPMYINDIA,C.E. Info Systems,Information Technology,Software Products & SaaS
GENESYS,Genesys International Corporation,Information Technology,Software Products & SaaS
AURIONPRO,Aurionpro Solutions,Information Technology,Software Products & SaaS
IZMO,IZMO,Information Technology,Software Products & SaaS
TANLA,Tanla Platforms,Information Technology,Software Products & SaaS
ROUTE,Route Mobile,Information Technology,Software Products & SaaS
FRACTAL,Fractal Analytics,Information Technology,"AI, Data & Cloud"
E2E,E2E Networks,Information Technology,"AI, Data & Cloud"
ESDS,ESDS Software Solution,Information Technology,"AI, Data & Cloud"
NETWEB,Netweb Technologies India,Information Technology,"AI, Data & Cloud"
AQYLON,Aqylon Nexus,Information Technology,"AI, Data & Cloud"
NAUKRI,Info Edge (India),Internet & Digital Platforms,Online Marketplaces & Classifieds
JUSTDIAL,Just Dial,Internet & Digital Platforms,Online Marketplaces & Classifieds
URBANCO,Urban Company,Internet & Digital Platforms,Online Marketplaces & Classifieds
BLACKBUCK,Blackbuck,Internet & Digital Platforms,Online Marketplaces & Classifieds
NAZARA,Nazara Technologies,Internet & Digital Platforms,"Digital Media, Gaming & AdTech"
AFFLE,Affle 3i,Internet & Digital Platforms,"Digital Media, Gaming & AdTech"
BCG,Brightcom Group,Internet & Digital Platforms,"Digital Media, Gaming & AdTech"
ZAGGLE,Zaggle Prepaid Ocean Services,Financial Services,Fintech & Payments
MOBIKWIK,One Mobikwik Systems,Financial Services,Fintech & Payments
NPST,Network People Services Technologies,Financial Services,Fintech & Payments
BHARTIARTL,Bharti Airtel,Telecom,Telecom Operators
IDEA,Vodafone Idea,Telecom,Telecom Operators
BHARTIHEXA,Bharti Hexacom,Telecom,Telecom Operators
TTML,Tata Teleservices (Maharashtra),Telecom,Telecom Operators
MTNL,Mahanagar Telephone Nigam,Telecom,Telecom Operators
INDUSTOWER,Indus Towers,Telecom,Telecom Infrastructure & Enterprise
TATACOMM,Tata Communications,Telecom,Telecom Infrastructure & Enterprise
RAILTEL,Railtel Corporation Of India,Telecom,Telecom Infrastructure & Enterprise
GTLINFRA,GTL Infrastructure,Telecom,Telecom Infrastructure & Enterprise
SUYOG,Suyog Telematics,Telecom,Telecom Infrastructure & Enterprise
STLNETWORK,STL Networks,Telecom,Telecom Infrastructure & Enterprise
STLTECH,Sterlite Technologies,Telecom,Telecom Equipment & Optical Fibre
HFCL,HFCL,Telecom,Telecom Equipment & Optical Fibre
ITI,ITI,Telecom,Telecom Equipment & Optical Fibre
TEJASNET,Tejas Networks,Telecom,Telecom Equipment & Optical Fibre
NELCO,NELCO,Telecom,Telecom Equipment & Optical Fibre
DLINKINDIA,D-Link (India),Telecom,Telecom Equipment & Optical Fibre
BIRLACABLE,Birla Cable,Telecom,Telecom Equipment & Optical Fibre
PACEDIGITK,Pace Digitek,Telecom,Telecom Equipment & Optical Fibre
SUNTV,Sun TV Network,Media & Entertainment,Broadcasting & Cable
ZEEL,Zee Entertainment Enterprises,Media & Entertainment,Broadcasting & Cable
ZEEMEDIA,Zee Media Corporation,Media & Entertainment,Broadcasting & Cable
NETWORK18,Network18 Media & Investments,Media & Entertainment,Broadcasting & Cable
HATHWAY,Hathway Cable & Datacom,Media & Entertainment,Broadcasting & Cable
PFOCUS,Prime Focus,Media & Entertainment,"Film, Music & Content"
SAREGAMA,Saregama India,Media & Entertainment,"Film, Music & Content"
TIPSMUSIC,Tips Music,Media & Entertainment,"Film, Music & Content"
PANORAMA,Panorama Studios International,Media & Entertainment,"Film, Music & Content"
SUNSHINE,Sunshine Pictures,Media & Entertainment,"Film, Music & Content"
BALAJITELE,Balaji Telefilms,Media & Entertainment,"Film, Music & Content"
DBCORP,D.B.Corp,Media & Entertainment,"Print, Publishing & Advertising"
MPSLTD,MPS,Media & Entertainment,"Print, Publishing & Advertising"
NAVNETEDUL,Navneet Education,Media & Entertainment,"Print, Publishing & Advertising"
SIGNPOST,Signpost India,Media & Entertainment,"Print, Publishing & Advertising"
PVRINOX,PVR INOX,Consumer Services & Retail,Travel & Leisure
IMAGICAA,Imagicaaworld Entertainment,Consumer Services & Retail,Travel & Leisure
SUZLON,Suzlon Energy,Capital Goods,Wind Energy Equipment
INOXWIND,Inox Wind,Capital Goods,Wind Energy Equipment
KPEL,K.P. Energy,Capital Goods,Wind Energy Equipment
WAAREEENER,Waaree Energies,Capital Goods,Solar Manufacturing
PREMIERENE,Premier Energies,Capital Goods,Solar Manufacturing
WEBELSOLAR,Websol Energy System,Capital Goods,Solar Manufacturing
EMMVEE,Emmvee Photovoltaic Power,Capital Goods,Solar Manufacturing
UTLSOLAR,Fujiyama Power Systems,Capital Goods,Solar Manufacturing
BORORENEW,Borosil Renewables,Capital Goods,Solar Manufacturing
VIKRAMSOLR,Vikram Solar,Capital Goods,Solar Manufacturing
SAATVIKGL,Saatvik Green Energy,Capital Goods,Solar Manufacturing
INA,Insolation Energy,Capital Goods,Solar Manufacturing
WAAREEINDO,Indosolar,Capital Goods,Solar Manufacturing
SOLEX,Solex Energy,Capital Goods,Solar Manufacturing
SWSOLAR,Sterling and Wilson Renewable Energy,Capital Goods,Renewable EPC & Solutions
RELTD,Ravindra Energy,Capital Goods,Renewable EPC & Solutions
SOLARWORLD,Solarworld Energy Solutions,Capital Goods,Renewable EPC & Solutions
WAAREERTL,Waaree Renewable Technologies,Capital Goods,Renewable EPC & Solutions
SERVOTECH,Servotech Renewable Power System,Capital Goods,Renewable EPC & Solutions
PGEL,PG Electroplast,Capital Goods,Electronics Manufacturing Services
CENTUM,Centum Electronics,Capital Goods,Electronics Manufacturing Services
OPTIEMUS,Optiemus Infracom,Capital Goods,Electronics Manufacturing Services
EBGNG,GNG Electronics,Capital Goods,Electronics Manufacturing Services
IKIO,IKIO Technologies,Capital Goods,Electronics Manufacturing Services
AVANTEL,Avantel,Capital Goods,Defence
KAVDEFENCE,Kavveri Defence & Wireless Technologies,Capital Goods,Defence
IDEAFORGE,Ideaforge Technology,Capital Goods,Defence
KERNEX,Kernex Microsystems (India),Capital Goods,Railway Equipment
RISHABH,Rishabh Instruments,Capital Goods,Electrical Components & Switchgear
TEMPSENS,Tempsens Instruments (India),Capital Goods,Electrical Components & Switchgear
RIR,RIR Power Electronics,Capital Goods,Electrical Components & Switchgear
KPIGREEN,KPI Green Energy,Power & Utilities,Renewable Power Producers
LGEINDIA,LG Electronics India,Consumer Durables,Consumer Electronics
VOEPL,Virtuoso Optoelectronics,Consumer Durables,Consumer Electronics
KRN,KRN Heat Exchanger and Refrigeration,Consumer Durables,Air Conditioning & Refrigeration
ONIXSOLAR,Onix Solar Energy,Metals & Mining,Non-Ferrous Metals
RPSGVENT,Rpsg Ventures,Diversified,Conglomerates
MARUTI,Maruti Suzuki India,Auto & Auto Components,Passenger Vehicles
HYUNDAI,Hyundai Motor India,Auto & Auto Components,Passenger Vehicles
TMPV,Tata Motors Passenger Vehicles,Auto & Auto Components,Passenger Vehicles
M&M,Mahindra & Mahindra,Auto & Auto Components,Passenger Vehicles
BAJAJ-AUTO,Bajaj Auto,Auto & Auto Components,Two & Three Wheelers
EICHERMOT,Eicher Motors,Auto & Auto Components,Two & Three Wheelers
TVSMOTOR,TVS Motor Company,Auto & Auto Components,Two & Three Wheelers
HEROMOTOCO,Hero MotoCorp,Auto & Auto Components,Two & Three Wheelers
ATULAUTO,Atul Auto,Auto & Auto Components,Two & Three Wheelers
TVSHLTD,TVS Holdings,Auto & Auto Components,Two & Three Wheelers
ATHERENERG,Ather Energy,Auto & Auto Components,Electric Vehicles
OLAELEC,Ola Electric Mobility,Auto & Auto Components,Electric Vehicles
MERCURYEV,Mercury Ev-Tech,Auto & Auto Components,Electric Vehicles
OLECTRA,Olectra Greentech,Auto & Auto Components,Electric Vehicles
TMCV,Tata Motors,Auto & Auto Components,Commercial Vehicles
SMLMAH,SML Mahindra,Auto & Auto Components,Commercial Vehicles
FORCEMOT,Force Motors,Auto & Auto Components,Commercial Vehicles
M&M,Mahindra & Mahindra,Auto & Auto Components,Tractors & Farm Equipment
MRF,MRF,Auto & Auto Components,Tyres
BALKRISIND,Balkrishna Industries,Auto & Auto Components,Tyres
APOLLOTYRE,Apollo Tyres,Auto & Auto Components,Tyres
CEATLTD,CEAT,Auto & Auto Components,Tyres
JKTYRE,JK Tyre & Industries,Auto & Auto Components,Tyres
TVSSRICHAK,TVS Srichakra,Auto & Auto Components,Tyres
UNOMINDA,UNO Minda,Auto & Auto Components,Auto Electricals & Electronics
DHOOTTRANS,Dhoot Transmission,Auto & Auto Components,Auto Electricals & Electronics
MSUMI,Motherson Sumi Wiring India,Auto & Auto Components,Auto Electricals & Electronics
SEDEMAC,SEDEMAC Mechatronics,Auto & Auto Components,Auto Electricals & Electronics
PRICOLLTD,Pricol,Auto & Auto Components,Auto Electricals & Electronics
LUMAXTECH,Lumax Auto Technologies,Auto & Auto Components,Auto Electricals & Electronics
LUMAXIND,Lumax Industries,Auto & Auto Components,Auto Electricals & Electronics
FIEMIND,Fiem Industries,Auto & Auto Components,Auto Electricals & Electronics
INDNIPPON,India Nippon Electricals,Auto & Auto Components,Auto Electricals & Electronics
MINDACORP,Minda Corporation,Auto & Auto Components,Auto Electricals & Electronics
VARROC,Varroc Engineering,Auto & Auto Components,Auto Electricals & Electronics
IGARASHI,Igarashi Motors India,Auto & Auto Components,Auto Electricals & Electronics
SANDHAR,Sandhar Technologies,Auto & Auto Components,Auto Electricals & Electronics
BOSCHLTD,Bosch,Auto & Auto Components,Powertrain & Engine Components
SONACOMS,Sona BLW Precision Forgings,Auto & Auto Components,Powertrain & Engine Components
SHRIPISTON,SPR Auto Technologies,Auto & Auto Components,Powertrain & Engine Components
TENNIND,Tenneco Clean Air India,Auto & Auto Components,Powertrain & Engine Components
FMGOETZE,Federal-Mogul Goetze (India) Limited.,Auto & Auto Components,Powertrain & Engine Components
MENONBE,Menon Bearings,Auto & Auto Components,Powertrain & Engine Components
PRECAM,Precision Camshafts,Auto & Auto Components,Powertrain & Engine Components
CRAFTSMAN,Craftsman Automation,Auto & Auto Components,Powertrain & Engine Components
SANSERA,Sansera Engineering,Auto & Auto Components,Powertrain & Engine Components
ENDURANCE,Endurance Technologies,Auto & Auto Components,Powertrain & Engine Components
DIVGIITTS,Divgi Torqtransfer Systems,Auto & Auto Components,Powertrain & Engine Components
GNA,GNA Axles,Auto & Auto Components,Powertrain & Engine Components
RACLGEAR,RACL Geartech,Auto & Auto Components,Powertrain & Engine Components
SWARAJENG,Swaraj Engines,Auto & Auto Components,Powertrain & Engine Components
CARRARO,Carraro India,Auto & Auto Components,Powertrain & Engine Components
TALBROAUTO,Talbros Automotive Components,Auto & Auto Components,Powertrain & Engine Components
BANCOINDIA,Banco Products (I),Auto & Auto Components,Powertrain & Engine Components
RICOAUTO,Rico Auto Industries,Auto & Auto Components,Powertrain & Engine Components
SUNDRMFAST,Sundram Fasteners,Auto & Auto Components,Powertrain & Engine Components
CIEINDIA,CIE Automotive India,Auto & Auto Components,Powertrain & Engine Components
MOTHERSON,Samvardhana Motherson International,Auto & Auto Components,"Chassis, Body & Suspension"
GABRIEL,Gabriel India,Auto & Auto Components,"Chassis, Body & Suspension"
JAMNAAUTO,Jamna Auto Industries,Auto & Auto Components,"Chassis, Body & Suspension"
SSWL,Steel Strips Wheels,Auto & Auto Components,"Chassis, Body & Suspension"
WHEELS,Wheels India,Auto & Auto Components,"Chassis, Body & Suspension"
JBMA,JBM Auto,Auto & Auto Components,"Chassis, Body & Suspension"
ASKAUTOLTD,ASK Automotive,Auto & Auto Components,"Chassis, Body & Suspension"
ZFCVINDIA,ZF Commercial Vehicle Control Systems India,Auto & Auto Components,"Chassis, Body & Suspension"
JTEKTINDIA,Jtekt India,Auto & Auto Components,"Chassis, Body & Suspension"
RML,Rane (Madras),Auto & Auto Components,"Chassis, Body & Suspension"
RANEHOLDIN,Rane Holdings,Auto & Auto Components,"Chassis, Body & Suspension"
SUPRAJIT,Suprajit Engineering,Auto & Auto Components,"Chassis, Body & Suspension"
SUBROS,Subros,Auto & Auto Components,"Chassis, Body & Suspension"
SHARDAMOTR,Sharda Motor Industries,Auto & Auto Components,"Chassis, Body & Suspension"
KROSS,Kross,Auto & Auto Components,"Chassis, Body & Suspension"
BHARATSE,Bharat Seats,Auto & Auto Components,"Chassis, Body & Suspension"
JAYBARMARU,Jay Bharat Maruti,Auto & Auto Components,"Chassis, Body & Suspension"
MUNJALAU,Munjal Auto Industries,Auto & Auto Components,"Chassis, Body & Suspension"
OMAXAUTO,Omax Autos,Auto & Auto Components,"Chassis, Body & Suspension"
AUTOIND,Autoline Industries,Auto & Auto Components,"Chassis, Body & Suspension"
NDRAUTO,Ndr Auto Components,Auto & Auto Components,"Chassis, Body & Suspension"
LGBBROSLTD,LG Balakrishnan & Bros,Auto & Auto Components,"Chassis, Body & Suspension"
SJS,S.J.S. Enterprises,Auto & Auto Components,"Chassis, Body & Suspension"
ASAHIINDIA,Asahi India Glass,Auto & Auto Components,"Chassis, Body & Suspension"
BELRISE,Belrise Industries,Auto & Auto Components,"Chassis, Body & Suspension"
EXIDEIND,Exide Industries,Capital Goods,Batteries & Energy Storage
DYNAMATECH,Dynamatic Technologies,Capital Goods,Aerospace Components
PAGEIND,Page Industries,Textiles & Apparel,Apparel Brands & Innerwear
MANYAVAR,Vedant Fashions,Textiles & Apparel,Apparel Brands & Innerwear
LUXIND,Lux Industries,Textiles & Apparel,Apparel Brands & Innerwear
KKCL,Kewal Kiran Clothing,Textiles & Apparel,Apparel Brands & Innerwear
DOLLAR,Dollar Industries,Textiles & Apparel,Apparel Brands & Innerwear
RUPA,Rupa & Company,Textiles & Apparel,Apparel Brands & Innerwear
MONTECARLO,Monte Carlo Fashions,Textiles & Apparel,Apparel Brands & Innerwear
IRISDOREME,Iris Clothings,Textiles & Apparel,Apparel Brands & Innerwear
CANTABIL,Cantabil Retail India,Textiles & Apparel,Apparel Brands & Innerwear
RAYMONDLSL,Raymond Lifestyle,Textiles & Apparel,Apparel Brands & Innerwear
ABLBL,Aditya Birla Lifestyle Brands,Textiles & Apparel,Apparel Brands & Innerwear
ARVINDFASN,Arvind Fashions,Textiles & Apparel,Apparel Brands & Innerwear
GOCOLORS,Go Fashion (India),Textiles & Apparel,Apparel Brands & Innerwear
PGIL,Pearl Global Industries,Textiles & Apparel,Apparel Sourcing & Exports
GOKEX,Gokaldas Exports,Textiles & Apparel,Apparel Sourcing & Exports
SPAL,S. P. Apparels,Textiles & Apparel,Apparel Sourcing & Exports
KITEX,Kitex Garments,Textiles & Apparel,Apparel Sourcing & Exports
VTL,Vardhman Textiles,Textiles & Apparel,Yarn & Spinning
NITINSPIN,Nitin Spinners,Textiles & Apparel,Yarn & Spinning
SPORTKING,Sportking India,Textiles & Apparel,Yarn & Spinning
AMBIKCO,Ambika Cotton Mills,Textiles & Apparel,Yarn & Spinning
GHCLTEXTIL,GHCL Textiles,Textiles & Apparel,Yarn & Spinning
SANGAMIND,Sangam (India),Textiles & Apparel,Yarn & Spinning
AASTHA,Aastha Spintex,Textiles & Apparel,Yarn & Spinning
FILATEX,Filatex India,Textiles & Apparel,Synthetic Fibres & Yarns
INDORAMA,Indo Rama Synthetics (India),Textiles & Apparel,Synthetic Fibres & Yarns
GANECOS,Ganesha Ecosphere,Textiles & Apparel,Synthetic Fibres & Yarns
AYMSYNTEX,AYM Syntex,Textiles & Apparel,Synthetic Fibres & Yarns
CENTENKA,Century Enka,Textiles & Apparel,Synthetic Fibres & Yarns
SUMEETINDS,Sumeet Industries,Textiles & Apparel,Synthetic Fibres & Yarns
BOMDYEING,Bombay Dyeing & Mfg Company,Textiles & Apparel,Synthetic Fibres & Yarns
SANATHAN,Sanathan Textiles,Textiles & Apparel,Synthetic Fibres & Yarns
WELSPUNLIV,Welspun Living,Textiles & Apparel,Home Textiles
ICIL,Indo Count Industries,Textiles & Apparel,Home Textiles
TRIDENT,Trident,Textiles & Apparel,Home Textiles
HIMATSEIDE,Himatsingka Seide,Textiles & Apparel,Home Textiles
KPRMILL,K.P.R. Mill,Textiles & Apparel,Fabrics & Integrated Textiles
ARVIND,Arvind,Textiles & Apparel,Fabrics & Integrated Textiles
JINDWORLD,Jindal Worldwide,Textiles & Apparel,Fabrics & Integrated Textiles
ALOKINDS,Alok Industries,Textiles & Apparel,Fabrics & Integrated Textiles
SIYSIL,Siyaram Silk Mills,Textiles & Apparel,Fabrics & Integrated Textiles
SWARAJ,Swaraj Suiting,Textiles & Apparel,Fabrics & Integrated Textiles
MANOMAY,Manomay Tex India,Textiles & Apparel,Fabrics & Integrated Textiles
THOMASCOTT,Thomas Scott (India),Textiles & Apparel,Fabrics & Integrated Textiles
GARFIBRES,Garware Technical Fibres,Textiles & Apparel,Technical Textiles
MAYURUNIQ,Mayur Uniquoters,Textiles & Apparel,Technical Textiles
KUSUMGAR,Kusumgar,Textiles & Apparel,Technical Textiles
INDHOTEL,Indian Hotels Company,Consumer Services & Retail,Hotels & Resorts
EIHOTEL,EIH,Consumer Services & Retail,Hotels & Resorts
CHALET,Chalet Hotels,Consumer Services & Retail,Hotels & Resorts
THELEELA,Leela Palaces Hotels & Resorts,Consumer Services & Retail,Hotels & Resorts
VENTIVE,Ventive Hospitality,Consumer Services & Retail,Hotels & Resorts
LEMONTREE,Lemon Tree Hotels,Consumer Services & Retail,Hotels & Resorts
ITDC,India Tourism Development Corporation,Consumer Services & Retail,Hotels & Resorts
JUNIPER,Juniper Hotels,Consumer Services & Retail,Hotels & Resorts
SAMHI,Samhi Hotels,Consumer Services & Retail,Hotels & Resorts
ORIENTHOT,Oriental Hotels,Consumer Services & Retail,Hotels & Resorts
PARKHOTELS,Apeejay Surrendra Park Hotels,Consumer Services & Retail,Hotels & Resorts
TAJGVK,Taj GVK Hotels & Resorts,Consumer Services & Retail,Hotels & Resorts
KAMATHOTEL,Kamat Hotels (I),Consumer Services & Retail,Hotels & Resorts
ADVENTHTL,Advent Hotels International,Consumer Services & Retail,Hotels & Resorts
ITCHOTELS,ITC Hotels,Consumer Services & Retail,Hotels & Resorts
MHRIL,Mahindra Holidays & Resorts India,Consumer Services & Retail,Hotels & Resorts
WONDERLA,Wonderla Holidays,Consumer Services & Retail,Travel & Leisure
DELTACORP,Delta Corp,Consumer Services & Retail,Travel & Leisure
IRCTC,Indian Railway Catering And Tourism Corporation,Consumer Services & Retail,Travel & Leisure
THOMASCOOK,Thomas Cook (India),Consumer Services & Retail,Travel & Leisure
JUBLFOOD,Jubilant Foodworks,Consumer Services & Retail,Quick Service Restaurants
DEVYANI,Devyani International,Consumer Services & Retail,Quick Service Restaurants
TRAVELFOOD,Travel Food Services,Consumer Services & Retail,Quick Service Restaurants
WESTLIFE,Westlife Foodworld,Consumer Services & Retail,Quick Service Restaurants
SAPPHIRE,Sapphire Foods India,Consumer Services & Retail,Quick Service Restaurants
RBA,Restaurant Brands Asia,Consumer Services & Retail,Quick Service Restaurants
UFBL,United Foodbrands,Consumer Services & Retail,Quick Service Restaurants
COFFEEDAY,Coffee Day Enterprises,Consumer Services & Retail,Quick Service Restaurants
PATELRMART,Patel Retail,Consumer Services & Retail,"Fashion, Value & Grocery Retail"
TRENT,Trent,Consumer Services & Retail,"Fashion, Value & Grocery Retail"
V2RETAIL,V2 Retail,Consumer Services & Retail,"Fashion, Value & Grocery Retail"
STYLEBAAZA,Baazar Style Retail,Consumer Services & Retail,"Fashion, Value & Grocery Retail"
KALAMANDIR,Sai Silks (Kalamandir),Consumer Services & Retail,"Fashion, Value & Grocery Retail"
VMM,Vishal Mega Mart,Consumer Services & Retail,"Fashion, Value & Grocery Retail"
VMART,V-Mart Retail,Consumer Services & Retail,"Fashion, Value & Grocery Retail"
SHOPERSTOP,Shoppers Stop,Consumer Services & Retail,"Fashion, Value & Grocery Retail"
ABFRL,Aditya Birla Fashion and Retail,Consumer Services & Retail,"Fashion, Value & Grocery Retail"
PERNIASPOP,Purple Style Labs,Consumer Services & Retail,"Fashion, Value & Grocery Retail"
AVL,Aditya Vision,Consumer Services & Retail,Electronics & Specialty Retail
EMIL,Electronics Mart India,Consumer Services & Retail,Electronics & Specialty Retail
LANDMARK,Landmark Cars,Consumer Services & Retail,Electronics & Specialty Retail
BUILDPRO,Shankara Buildpro,Consumer Services & Retail,Electronics & Specialty Retail
SHANKARA,Shankara Building Products,Consumer Services & Retail,Electronics & Specialty Retail
LENSKART,Lenskart Solutions,Consumer Services & Retail,Electronics & Specialty Retail
ETERNAL,Eternal,Internet & Digital Platforms,E-commerce & Quick Commerce
MEESHO,Meesho,Internet & Digital Platforms,E-commerce & Quick Commerce
NYKAA,FSN E-Commerce Ventures,Internet & Digital Platforms,E-commerce & Quick Commerce
SWIGGY,Swiggy,Internet & Digital Platforms,E-commerce & Quick Commerce
FIRSTCRY,Brainbees Solutions,Internet & Digital Platforms,E-commerce & Quick Commerce
RTNINDIA,RattanIndia Enterprises,Internet & Digital Platforms,E-commerce & Quick Commerce
ISFT,Intrasoft Technologies,Internet & Digital Platforms,E-commerce & Quick Commerce
INDIAMART,Indiamart Intermesh,Internet & Digital Platforms,Online Marketplaces & Classifieds
CARTRADE,Cartrade Tech,Internet & Digital Platforms,Online Marketplaces & Classifieds
TBOTEK,TBO Tek,Internet & Digital Platforms,Online Travel
IXIGO,Le Travenues Technology,Internet & Digital Platforms,Online Travel
EASEMYTRIP,Easy Trip Planners,Internet & Digital Platforms,Online Travel
YATRA,Yatra Online,Internet & Digital Platforms,Online Travel
TITAN,Titan Company,Lifestyle & Jewellery,Jewellery Retail
KALYANKJIL,Kalyan Jewellers India,Lifestyle & Jewellery,Jewellery Retail
LALITHAA,Lalithaa Jewellery Mart,Lifestyle & Jewellery,Jewellery Retail
THANGAMAYL,Thangamayil Jewellery,Lifestyle & Jewellery,Jewellery Retail
BLUESTONE,BlueStone Jewellery and Lifestyle,Lifestyle & Jewellery,Jewellery Retail
PCJEWELLER,PC Jeweller,Lifestyle & Jewellery,Jewellery Retail
PNGJL,P N Gadgil Jewellers,Lifestyle & Jewellery,Jewellery Retail
SENCO,Senco Gold,Lifestyle & Jewellery,Jewellery Retail
TBZ,Tribhovandas Bhimji Zaveri,Lifestyle & Jewellery,Jewellery Retail
MOTISONS,Motisons Jewellers,Lifestyle & Jewellery,Jewellery Retail
PNGSREVA,PNGS Reva Diamond Jewellery,Lifestyle & Jewellery,Jewellery Retail
MVGJL,Manoj Vaibhav Gems N Jewellers,Lifestyle & Jewellery,Jewellery Retail
RADHIKAJWE,Radhika Jeweltech,Lifestyle & Jewellery,Jewellery Retail
